,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
1560,e0:55:3d:02:41:21,84:38:35:5a:70:40,5437.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1561,e0:55:3d:02:41:21,84:38:35:5a:70:40,63053.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1564,e0:55:3d:02:41:21,84:38:35:5a:70:40,2883.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1565,e0:55:3d:02:41:21,84:38:35:5a:70:40,31562.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1577,e0:55:3d:02:41:21,84:38:35:5a:70:40,14740.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1584,e0:55:3d:02:41:21,84:38:35:5a:70:40,53841.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1595,e0:55:3d:02:41:21,84:38:35:5a:70:40,44370.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1600,e0:55:3d:02:41:21,84:38:35:5a:70:40,49347.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1614,e0:55:3d:02:41:21,84:38:35:5a:70:40,62805.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1619,e0:55:3d:02:41:21,84:38:35:5a:70:40,21035.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1632,e0:55:3d:02:41:21,84:38:35:5a:70:40,28808.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1635,e0:55:3d:02:41:21,84:38:35:5a:70:40,43644.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,3963.0,,0,0,1,0,1,0,0,0,0,0,0,1
1636,e0:55:3d:02:41:21,84:38:35:5a:70:40,3784.0,52.0,64.0,8.0,334.0,3948014755.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1645,e0:55:3d:02:41:21,84:38:35:5a:70:40,62870.0,98.0,64.0,8.0,334.0,3948014755.0,59562.0,4096.0,126.0,0,0,1,0,0,0,1,0,0,0,0,1
1646,e0:55:3d:02:41:21,84:38:35:5a:70:40,39072.0,52.0,64.0,8.0,334.0,3948014801.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1665,e0:55:3d:02:41:21,84:38:35:5a:70:40,47411.0,52.0,64.0,8.0,334.0,3948014801.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1674,e0:55:3d:02:41:21,84:38:35:5a:70:40,18895.0,245.0,64.0,8.0,334.0,3948014801.0,59562.0,4096.0,577.0,0,0,1,0,0,0,1,0,0,0,0,1
1675,e0:55:3d:02:41:21,84:38:35:5a:70:40,41681.0,245.0,64.0,8.0,334.0,3948014994.0,59562.0,3963.0,531.0,0,0,1,0,0,0,1,0,0,0,0,1
1684,e0:55:3d:02:41:21,84:38:35:5a:70:40,25029.0,52.0,64.0,8.0,334.0,3948015187.0,59562.0,3918.0,,0,0,1,0,1,0,0,0,0,0,0,1
1695,e0:55:3d:02:41:21,84:38:35:5a:70:40,14690.0,52.0,64.0,8.0,334.0,3948015187.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1703,e0:55:3d:02:41:21,84:38:35:5a:70:40,11635.0,52.0,64.0,8.0,334.0,3948015187.0,59562.0,3874.0,,0,0,1,0,1,0,0,0,0,0,0,1
1710,e0:55:3d:02:41:21,84:38:35:5a:70:40,56542.0,52.0,64.0,8.0,334.0,3948015187.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1715,e0:55:3d:02:41:21,84:38:35:5a:70:40,2111.0,245.0,64.0,8.0,334.0,3948015187.0,59562.0,4096.0,555.0,0,0,1,0,0,0,1,0,0,0,0,1
1716,e0:55:3d:02:41:21,84:38:35:5a:70:40,6122.0,245.0,64.0,8.0,334.0,3948015380.0,59562.0,4051.0,562.0,0,0,1,0,0,0,1,0,0,0,0,1
1727,e0:55:3d:02:41:21,84:38:35:5a:70:40,26376.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1738,e0:55:3d:02:41:21,84:38:35:5a:70:40,43023.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1746,e0:55:3d:02:41:21,84:38:35:5a:70:40,34077.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,3874.0,,0,0,1,0,1,0,0,0,0,0,0,1
1757,e0:55:3d:02:41:21,84:38:35:5a:70:40,58117.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1764,e0:55:3d:02:41:21,84:38:35:5a:70:40,34340.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,3918.0,,0,0,1,0,1,0,0,0,0,0,0,1
1777,e0:55:3d:02:41:21,84:38:35:5a:70:40,7219.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1778,e0:55:3d:02:41:21,84:38:35:5a:70:40,35720.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1779,e0:55:3d:02:41:21,84:38:35:5a:70:40,3940.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1781,e0:55:3d:02:41:21,84:38:35:5a:70:40,13624.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1782,e0:55:3d:02:41:21,84:38:35:5a:70:40,40908.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1783,e0:55:3d:02:41:21,84:38:35:5a:70:40,34680.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1793,e0:55:3d:02:41:21,84:38:35:5a:70:40,22707.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1800,e0:55:3d:02:41:21,84:38:35:5a:70:40,16277.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1801,e0:55:3d:02:41:21,84:38:35:5a:70:40,65409.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4009.0,,0,0,1,0,1,0,0,0,0,0,0,1
1802,e0:55:3d:02:41:21,84:38:35:5a:70:40,37657.0,52.0,64.0,8.0,334.0,3948015573.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1805,e0:55:3d:02:41:21,84:38:35:5a:70:40,43753.0,98.0,64.0,8.0,334.0,3948015573.0,59562.0,4096.0,149.0,0,0,1,0,0,0,1,0,0,0,0,1
1806,e0:55:3d:02:41:21,84:38:35:5a:70:40,38970.0,245.0,64.0,8.0,334.0,3948015619.0,59562.0,4096.0,620.0,0,0,1,0,0,0,1,0,0,0,0,1
1811,e0:55:3d:02:41:21,84:38:35:5a:70:40,45793.0,245.0,64.0,8.0,334.0,3948015812.0,59562.0,4096.0,567.0,0,0,1,0,0,0,1,0,0,0,0,1
1812,e0:55:3d:02:41:21,84:38:35:5a:70:40,28282.0,52.0,64.0,8.0,334.0,3948016005.0,59562.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
1813,e0:55:3d:02:41:21,84:38:35:5a:70:40,50324.0,52.0,64.0,8.0,334.0,3948016005.0,59562.0,4084.0,,0,0,1,0,1,0,0,0,0,0,0,1
1814,e0:55:3d:02:41:21,84:38:35:5a:70:40,51435.0,52.0,64.0,8.0,334.0,3948016005.0,59562.0,4083.0,,0,0,1,0,1,0,0,0,0,0,0,1
1815,e0:55:3d:02:41:21,84:38:35:5a:70:40,8027.0,98.0,64.0,8.0,334.0,3948016005.0,59562.0,4096.0,154.0,0,0,1,0,0,0,1,0,0,0,0,1
1818,e0:55:3d:02:41:21,84:38:35:5a:70:40,62694.0,245.0,64.0,8.0,334.0,3948016051.0,59562.0,4096.0,569.0,0,0,1,0,0,0,1,0,0,0,0,1
1819,e0:55:3d:02:41:21,84:38:35:5a:70:40,12360.0,52.0,64.0,8.0,334.0,3948016244.0,59562.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
1820,e0:55:3d:02:41:21,84:38:35:5a:70:40,1877.0,52.0,64.0,8.0,334.0,3948016244.0,59562.0,4080.0,,0,0,1,0,1,0,0,0,0,0,0,1
1825,e0:55:3d:02:41:21,84:38:35:5a:70:40,32809.0,52.0,64.0,8.0,334.0,3948016244.0,59562.0,4092.0,,0,0,1,0,1,0,0,0,0,0,0,1
1826,e0:55:3d:02:41:21,84:38:35:5a:70:40,40707.0,52.0,64.0,8.0,334.0,3948016244.0,59562.0,4080.0,,0,0,1,0,1,0,0,0,0,0,0,1
1827,e0:55:3d:02:41:21,84:38:35:5a:70:40,44532.0,52.0,64.0,8.0,334.0,3948016244.0,59562.0,4078.0,,0,0,1,0,1,0,0,0,0,0,0,1
1828,e0:55:3d:02:41:21,84:38:35:5a:70:40,34193.0,98.0,64.0,8.0,334.0,3948016244.0,59562.0,4096.0,158.0,0,0,1,0,0,0,1,0,0,0,0,1
1830,e0:55:3d:02:41:21,84:38:35:5a:70:40,12021.0,98.0,64.0,8.0,334.0,3948016244.0,59562.0,4096.0,158.0,0,0,1,0,0,0,1,0,0,0,0,1
1833,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16402.0,360.0,64.0,8.0,80.0,1492502965.0,57006.0,1673.0,330.0,0,0,1,0,0,0,1,0,0,0,0,4
1841,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16403.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1842,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16404.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1844,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16405.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1846,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16406.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1849,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16407.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1850,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16408.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1851,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16409.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
1854,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16410.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
1855,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16411.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
1857,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16412.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
1861,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16413.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
1866,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16414.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1657.0,,0,0,1,0,1,0,0,0,0,0,0,4
1869,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16415.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1647.0,,0,0,1,0,1,0,0,0,0,0,0,4
1870,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16416.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1637.0,,0,0,1,0,1,0,0,0,0,0,0,4
1871,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16417.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
1874,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16418.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
1880,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16419.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1601.0,,0,0,1,0,1,0,0,0,0,0,0,4
1886,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16420.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1887,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16421.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1890,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16422.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1911,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16423.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1503.0,,0,0,1,0,1,0,0,0,0,0,0,4
1919,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16424.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1920,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16425.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1925,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16426.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
1937,e0:55:3d:02:41:21,84:38:35:5a:70:40,25166.0,583.0,64.0,8.0,334.0,3948016290.0,59562.0,4096.0,1516.0,0,0,1,0,0,0,1,0,0,0,0,1
1938,e0:55:3d:02:41:21,84:38:35:5a:70:40,29056.0,266.0,64.0,8.0,334.0,3948016821.0,59562.0,4096.0,601.0,0,0,1,0,0,0,1,0,0,0,0,1
1939,e0:55:3d:02:41:21,84:38:35:5a:70:40,60396.0,266.0,64.0,8.0,334.0,3948017035.0,59562.0,4096.0,626.0,0,0,1,0,0,0,1,0,0,0,0,1
1940,e0:55:3d:02:41:21,84:38:35:5a:70:40,8880.0,266.0,64.0,8.0,334.0,3948017249.0,59562.0,4096.0,629.0,0,0,1,0,0,0,1,0,0,0,0,1
1941,e0:55:3d:02:41:21,84:38:35:5a:70:40,19673.0,266.0,64.0,8.0,334.0,3948017463.0,59562.0,4096.0,636.0,0,0,1,0,0,0,1,0,0,0,0,1
1942,e0:55:3d:02:41:21,84:38:35:5a:70:40,10747.0,266.0,64.0,8.0,334.0,3948017677.0,59562.0,4096.0,637.0,0,0,1,0,0,0,1,0,0,0,0,1
1943,e0:55:3d:02:41:21,84:38:35:5a:70:40,52847.0,266.0,64.0,8.0,334.0,3948017891.0,59562.0,4096.0,634.0,0,0,1,0,0,0,1,0,0,0,0,1
1944,e0:55:3d:02:41:21,84:38:35:5a:70:40,41442.0,266.0,64.0,8.0,334.0,3948018105.0,59562.0,4096.0,653.0,0,0,1,0,0,0,1,0,0,0,0,1
1945,e0:55:3d:02:41:21,84:38:35:5a:70:40,27203.0,266.0,64.0,8.0,334.0,3948018319.0,59562.0,4096.0,652.0,0,0,1,0,0,0,1,0,0,0,0,1
1946,e0:55:3d:02:41:21,84:38:35:5a:70:40,33782.0,266.0,64.0,8.0,334.0,3948018533.0,59562.0,4096.0,589.0,0,0,1,0,0,0,1,0,0,0,0,1
1947,e0:55:3d:02:41:21,84:38:35:5a:70:40,24342.0,266.0,64.0,8.0,334.0,3948018747.0,59562.0,4096.0,604.0,0,0,1,0,0,0,1,0,0,0,0,1
1948,e0:55:3d:02:41:21,84:38:35:5a:70:40,60917.0,266.0,64.0,8.0,334.0,3948018961.0,59562.0,4096.0,613.0,0,0,1,0,0,0,1,0,0,0,0,1
1949,e0:55:3d:02:41:21,84:38:35:5a:70:40,28235.0,266.0,64.0,8.0,334.0,3948019175.0,59562.0,4096.0,630.0,0,0,1,0,0,0,1,0,0,0,0,1
1950,e0:55:3d:02:41:21,84:38:35:5a:70:40,42116.0,266.0,64.0,8.0,334.0,3948019389.0,59562.0,4096.0,602.0,0,0,1,0,0,0,1,0,0,0,0,1
1951,e0:55:3d:02:41:21,84:38:35:5a:70:40,34220.0,266.0,64.0,8.0,334.0,3948019603.0,59562.0,4096.0,633.0,0,0,1,0,0,0,1,0,0,0,0,1
1952,e0:55:3d:02:41:21,84:38:35:5a:70:40,9773.0,266.0,64.0,8.0,334.0,3948019817.0,59562.0,4096.0,644.0,0,0,1,0,0,0,1,0,0,0,0,1
1953,e0:55:3d:02:41:21,84:38:35:5a:70:40,58963.0,266.0,64.0,8.0,334.0,3948020031.0,59562.0,4096.0,649.0,0,0,1,0,0,0,1,0,0,0,0,1
1954,e0:55:3d:02:41:21,84:38:35:5a:70:40,28951.0,266.0,64.0,8.0,334.0,3948020245.0,59562.0,4096.0,607.0,0,0,1,0,0,0,1,0,0,0,0,1
1961,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16427.0,52.0,64.0,8.0,80.0,1492503273.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
1966,e0:55:3d:02:41:21,84:38:35:5a:70:40,8289.0,1420.0,64.0,8.0,334.0,3948020459.0,59562.0,4096.0,4075.0,0,0,1,0,1,0,0,0,0,0,0,1
1967,e0:55:3d:02:41:21,84:38:35:5a:70:40,54639.0,178.0,64.0,8.0,334.0,3948021827.0,59562.0,4096.0,374.0,0,0,1,0,0,0,1,0,0,0,0,1
1973,e0:55:3d:02:41:21,84:38:35:5a:70:40,54594.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4091.0,,0,0,1,0,1,0,0,0,0,0,0,1
1975,e0:55:3d:02:41:21,84:38:35:5a:70:40,612.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4051.0,,0,0,1,0,1,0,0,0,0,0,0,1
1976,e0:55:3d:02:41:21,84:38:35:5a:70:40,61559.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1979,e0:55:3d:02:41:21,84:38:35:5a:70:40,59311.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,3918.0,,0,0,1,0,1,0,0,0,0,0,0,1
1980,e0:55:3d:02:41:21,84:38:35:5a:70:40,44965.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1985,e0:55:3d:02:41:21,84:38:35:5a:70:40,35916.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
1986,e0:55:3d:02:41:21,84:38:35:5a:70:40,7399.0,52.0,64.0,8.0,334.0,3948021953.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
1993,e0:55:3d:02:41:21,84:38:35:5a:70:40,15336.0,98.0,64.0,8.0,334.0,3948021953.0,59562.0,4096.0,142.0,0,0,1,0,0,0,1,0,0,0,0,1
2002,e0:55:3d:02:41:21,84:38:35:5a:70:40,36949.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
2003,e0:55:3d:02:41:21,84:38:35:5a:70:40,36597.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
2010,e0:55:3d:02:41:21,84:38:35:5a:70:40,27360.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,3970.0,,0,0,1,0,1,0,0,0,0,0,0,1
2019,e0:55:3d:02:41:21,84:38:35:5a:70:40,39165.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,3966.0,,0,0,1,0,1,0,0,0,0,0,0,1
2020,e0:55:3d:02:41:21,84:38:35:5a:70:40,53957.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,3921.0,,0,0,1,0,1,0,0,0,0,0,0,1
2023,e0:55:3d:02:41:21,84:38:35:5a:70:40,37713.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
2030,e0:55:3d:02:41:21,84:38:35:5a:70:40,57365.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,3874.0,,0,0,1,0,1,0,0,0,0,0,0,1
2032,e0:55:3d:02:41:21,84:38:35:5a:70:40,21423.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4007.0,,0,0,1,0,1,0,0,0,0,0,0,1
2046,e0:55:3d:02:41:21,84:38:35:5a:70:40,50020.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4776.0,,0,0,1,0,1,0,0,0,0,0,0,1
2056,e0:55:3d:02:41:21,84:38:35:5a:70:40,55890.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4776.0,,0,0,1,0,1,0,0,0,0,0,0,1
2066,e0:55:3d:02:41:21,84:38:35:5a:70:40,49825.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4821.0,,0,0,1,0,1,0,0,0,0,0,0,1
2079,e0:55:3d:02:41:21,84:38:35:5a:70:40,46875.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4732.0,,0,0,1,0,1,0,0,0,0,0,0,1
2087,e0:55:3d:02:41:21,84:38:35:5a:70:40,56324.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4599.0,,0,0,1,0,1,0,0,0,0,0,0,1
2093,e0:55:3d:02:41:21,84:38:35:5a:70:40,54035.0,52.0,64.0,8.0,334.0,3948021999.0,59562.0,4245.0,,0,0,1,0,1,0,0,0,0,0,0,1
2096,e0:55:3d:02:41:21,84:38:35:5a:70:40,15931.0,98.0,64.0,8.0,334.0,3948021999.0,59562.0,4865.0,153.0,0,0,1,0,0,0,1,0,0,0,0,1
2097,e0:55:3d:02:41:21,84:38:35:5a:70:40,43749.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4688.0,,0,0,1,0,1,0,0,0,0,0,0,1
2111,e0:55:3d:02:41:21,84:38:35:5a:70:40,54455.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4821.0,,0,0,1,0,1,0,0,0,0,0,0,1
2121,e0:55:3d:02:41:21,84:38:35:5a:70:40,33572.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4776.0,,0,0,1,0,1,0,0,0,0,0,0,1
2132,e0:55:3d:02:41:21,84:38:35:5a:70:40,32852.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4776.0,,0,0,1,0,1,0,0,0,0,0,0,1
2141,e0:55:3d:02:41:21,84:38:35:5a:70:40,64842.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4821.0,,0,0,1,0,1,0,0,0,0,0,0,1
2151,e0:55:3d:02:41:21,84:38:35:5a:70:40,58869.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4776.0,,0,0,1,0,1,0,0,0,0,0,0,1
2157,e0:55:3d:02:41:21,84:38:35:5a:70:40,10714.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4688.0,,0,0,1,0,1,0,0,0,0,0,0,1
2160,e0:55:3d:02:41:21,84:38:35:5a:70:40,53189.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4807.0,,0,0,1,0,1,0,0,0,0,0,0,1
2161,e0:55:3d:02:41:21,84:38:35:5a:70:40,47221.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4787.0,,0,0,1,0,1,0,0,0,0,0,0,1
2162,e0:55:3d:02:41:21,84:38:35:5a:70:40,38435.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4747.0,,0,0,1,0,1,0,0,0,0,0,0,1
2163,e0:55:3d:02:41:21,84:38:35:5a:70:40,5487.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4865.0,,0,0,1,0,1,0,0,0,0,0,0,1
2174,e0:55:3d:02:41:21,84:38:35:5a:70:40,6092.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4821.0,,0,0,1,0,1,0,0,0,0,0,0,1
2175,e0:55:3d:02:41:21,84:38:35:5a:70:40,13054.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4822.0,,0,0,1,0,1,0,0,0,0,0,0,1
2176,e0:55:3d:02:41:21,84:38:35:5a:70:40,55118.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4781.0,,0,0,1,0,1,0,0,0,0,0,0,1
2177,e0:55:3d:02:41:21,84:38:35:5a:70:40,4760.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4753.0,,0,0,1,0,1,0,0,0,0,0,0,1
2178,e0:55:3d:02:41:21,84:38:35:5a:70:40,29827.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4828.0,,0,0,1,0,1,0,0,0,0,0,0,1
2179,e0:55:3d:02:41:21,84:38:35:5a:70:40,55239.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4759.0,,0,0,1,0,1,0,0,0,0,0,0,1
2180,e0:55:3d:02:41:21,84:38:35:5a:70:40,11245.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4743.0,,0,0,1,0,1,0,0,0,0,0,0,1
2181,e0:55:3d:02:41:21,84:38:35:5a:70:40,50667.0,52.0,64.0,8.0,334.0,3948022045.0,59562.0,4865.0,,0,0,1,0,1,0,0,0,0,0,0,1
2182,e0:55:3d:02:41:21,84:38:35:5a:70:40,4138.0,98.0,64.0,8.0,334.0,3948022045.0,59562.0,4865.0,144.0,0,0,1,0,0,0,1,0,0,0,0,1
2183,e0:55:3d:02:41:21,84:38:35:5a:70:40,8044.0,245.0,64.0,8.0,334.0,3948022091.0,59562.0,4865.0,553.0,0,0,1,0,0,0,1,0,0,0,0,1
2189,e0:55:3d:02:41:21,84:38:35:5a:70:40,9943.0,52.0,64.0,8.0,334.0,3948022284.0,59562.0,4861.0,,0,0,1,0,1,0,0,0,0,0,0,1
2190,e0:55:3d:02:41:21,84:38:35:5a:70:40,9274.0,52.0,64.0,8.0,334.0,3948022284.0,59562.0,4850.0,,0,0,1,0,1,0,0,0,0,0,0,1
2191,e0:55:3d:02:41:21,84:38:35:5a:70:40,9206.0,52.0,64.0,8.0,334.0,3948022284.0,59562.0,4848.0,,0,0,1,0,1,0,0,0,0,0,0,1
