,Ether_dst,Ether_src,IP_id,IP_len,IP_proto,IP_ttl,TCP_dataofs,TCP_dport,TCP_flags,TCP_seq,TCP_sport,TCP_window,load_len
736,01:80:c2:00:00:00,00:18:0a:7d:01:cf,,,,,,,,,,,8.0
737,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16075.0,84.0,icmp,200.0,,,,,,,213.0
738,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,207.0,81.0,tcp,64.0,5.0,334.0,PA,1526523707.0,56366.0,1825.0,121.0
739,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,37985.0,84.0,icmp,58.0,,,,,,,213.0
740,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,27391.0,81.0,tcp,221.0,5.0,56366.0,PA,353105047.0,334.0,1336.0,120.0
741,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,208.0,40.0,tcp,64.0,5.0,334.0,A,1526523748.0,56366.0,1825.0,
742,e0:55:3d:02:41:21,84:38:35:5a:70:40,17344.0,40.0,tcp,64.0,5.0,8080.0,A,2312382860.0,59498.0,8192.0,
743,ff:ff:ff:ff:ff:ff,28:f0:76:31:d3:58,,,,,,,,,,,
744,e0:55:3d:02:41:21,44:65:0d:90:60:3a,44445.0,187.0,udp,64.0,,,,,,,208.0
745,88:15:44:aa:47:39,e0:55:3d:02:41:21,5758.0,196.0,udp,250.0,,,,,,,489.0
746,84:38:35:5a:70:40,e0:55:3d:02:41:21,50723.0,40.0,tcp,44.0,5.0,59498.0,A,93322353.0,8080.0,107.0,
747,e0:55:3d:02:41:21,84:38:35:5a:70:40,34372.0,40.0,tcp,64.0,5.0,8080.0,A,3300569980.0,59545.0,8192.0,
748,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,57300.0,40.0,tcp,64.0,5.0,80.0,FA,2398468892.0,36313.0,1403.0,
749,28:f0:76:31:d3:58,e0:55:3d:02:41:21,0.0,70.0,udp,42.0,,,,,,,116.0
750,e0:55:3d:02:41:21,84:38:35:5a:70:40,22622.0,52.0,tcp,64.0,8.0,334.0,FA,2830014835.0,58270.0,4096.0,
751,84:38:35:5a:70:40,e0:55:3d:02:41:21,63389.0,40.0,tcp,44.0,5.0,59545.0,A,1400907260.0,8080.0,71.0,
752,28:f0:76:31:d3:58,e0:55:3d:02:41:21,0.0,70.0,udp,42.0,,,,,,,138.0
753,e0:55:3d:02:41:21,28:f0:76:31:d3:58,14733.0,70.0,udp,64.0,,,,,,,118.0
754,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16076.0,84.0,icmp,200.0,,,,,,,213.0
755,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,38568.0,84.0,icmp,58.0,,,,,,,213.0
756,e0:55:3d:02:41:21,88:15:44:aa:47:2e,13466.0,188.0,udp,250.0,,,,,,,465.0
757,e0:55:3d:02:41:21,88:15:44:aa:47:2e,58716.0,188.0,udp,250.0,,,,,,,474.0
758,88:15:44:aa:47:2e,e0:55:3d:02:41:21,48860.0,216.0,icmp,63.0,,,,,,,474.0
759,e0:55:3d:02:41:21,28:f0:76:31:d3:58,41587.0,40.0,tcp,64.0,5.0,334.0,A,313025044.0,65461.0,4096.0,
760,28:f0:76:31:d3:58,e0:55:3d:02:41:21,197.0,52.0,tcp,43.0,8.0,65461.0,A,1383741462.0,334.0,346.0,
761,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,,,,,,,,,,,
762,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,,,,,,,,,,,
763,e0:55:3d:02:41:21,ec:1a:59:f6:eb:45,35614.0,188.0,tcp,64.0,5.0,3478.0,PA,228073242.0,3558.0,2920.0,300.0
764,e0:55:3d:02:41:21,84:38:35:5a:70:40,12255.0,40.0,tcp,64.0,5.0,8080.0,A,99554178.0,59438.0,8192.0,
765,ec:1a:59:f6:eb:45,e0:55:3d:02:41:21,58545.0,40.0,tcp,233.0,5.0,3558.0,A,1069593803.0,3478.0,773.0,
766,ec:1a:59:f6:eb:45,e0:55:3d:02:41:21,58546.0,120.0,tcp,233.0,5.0,3558.0,PA,1069593803.0,3478.0,773.0,230.0
767,e0:55:3d:02:41:21,ec:1a:59:f6:eb:45,35615.0,40.0,tcp,64.0,5.0,3478.0,A,228073390.0,3558.0,2920.0,
768,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16374.0,360.0,tcp,64.0,8.0,80.0,PA,1492502657.0,57006.0,1673.0,330.0
769,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21037.0,611.0,tcp,57.0,8.0,57006.0,PA,1756414176.0,80.0,338.0,599.0
770,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21038.0,1436.0,tcp,57.0,8.0,57006.0,A,1756414735.0,80.0,338.0,3957.0
771,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21039.0,1436.0,tcp,57.0,8.0,57006.0,A,1756416119.0,80.0,338.0,3941.0
772,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21040.0,1436.0,tcp,57.0,8.0,57006.0,A,1756417503.0,80.0,338.0,3919.0
773,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21041.0,1436.0,tcp,57.0,8.0,57006.0,A,1756418887.0,80.0,338.0,3956.0
774,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21042.0,1436.0,tcp,57.0,8.0,57006.0,A,1756420271.0,80.0,338.0,3995.0
775,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21043.0,1436.0,tcp,57.0,8.0,57006.0,A,1756421655.0,80.0,338.0,3920.0
776,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21044.0,1436.0,tcp,57.0,8.0,57006.0,A,1756423039.0,80.0,338.0,4048.0
777,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21045.0,1436.0,tcp,57.0,8.0,57006.0,A,1756424423.0,80.0,338.0,4019.0
778,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16375.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
779,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21046.0,1436.0,tcp,57.0,8.0,57006.0,A,1756425807.0,80.0,338.0,3988.0
780,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21047.0,1436.0,tcp,57.0,8.0,57006.0,A,1756427191.0,80.0,338.0,3996.0
781,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16376.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
782,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21048.0,1436.0,tcp,57.0,8.0,57006.0,A,1756428575.0,80.0,338.0,4038.0
783,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21049.0,1436.0,tcp,57.0,8.0,57006.0,A,1756429959.0,80.0,338.0,3975.0
784,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16377.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
785,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21050.0,1436.0,tcp,57.0,8.0,57006.0,A,1756431343.0,80.0,338.0,3976.0
786,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21051.0,1436.0,tcp,57.0,8.0,57006.0,A,1756432727.0,80.0,338.0,3893.0
787,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21052.0,1436.0,tcp,57.0,8.0,57006.0,A,1756434111.0,80.0,338.0,3912.0
788,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21053.0,1436.0,tcp,57.0,8.0,57006.0,A,1756435495.0,80.0,338.0,4107.0
789,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21054.0,1436.0,tcp,57.0,8.0,57006.0,A,1756436879.0,80.0,338.0,4004.0
790,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21055.0,1436.0,tcp,57.0,8.0,57006.0,A,1756438263.0,80.0,338.0,3966.0
791,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21056.0,1436.0,tcp,57.0,8.0,57006.0,A,1756439647.0,80.0,338.0,3936.0
792,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21057.0,1436.0,tcp,57.0,8.0,57006.0,A,1756441031.0,80.0,338.0,3967.0
793,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21058.0,1436.0,tcp,57.0,8.0,57006.0,A,1756442415.0,80.0,338.0,3892.0
794,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21059.0,1436.0,tcp,57.0,8.0,57006.0,A,1756443799.0,80.0,338.0,4048.0
795,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16378.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
796,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21060.0,1436.0,tcp,57.0,8.0,57006.0,A,1756445183.0,80.0,338.0,3919.0
797,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16379.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
798,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16380.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
799,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21061.0,1436.0,tcp,57.0,8.0,57006.0,A,1756446567.0,80.0,338.0,3930.0
800,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16381.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1667.0,
801,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21062.0,1436.0,tcp,57.0,8.0,57006.0,A,1756447951.0,80.0,338.0,3953.0
802,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21063.0,1436.0,tcp,57.0,8.0,57006.0,A,1756449335.0,80.0,338.0,3947.0
803,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21064.0,1436.0,tcp,57.0,8.0,57006.0,A,1756450719.0,80.0,338.0,4007.0
804,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21065.0,1436.0,tcp,57.0,8.0,57006.0,A,1756452103.0,80.0,338.0,3901.0
805,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16382.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1667.0,
806,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21066.0,1436.0,tcp,57.0,8.0,57006.0,A,1756453487.0,80.0,338.0,3878.0
807,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21067.0,1436.0,tcp,57.0,8.0,57006.0,A,1756454871.0,80.0,338.0,3987.0
808,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16383.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1667.0,
809,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16384.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1667.0,
810,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16385.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
811,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21068.0,1436.0,tcp,57.0,8.0,57006.0,A,1756456255.0,80.0,338.0,3991.0
812,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21069.0,1436.0,tcp,57.0,8.0,57006.0,A,1756457639.0,80.0,338.0,3908.0
813,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21070.0,1436.0,tcp,57.0,8.0,57006.0,A,1756459023.0,80.0,338.0,4040.0
814,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21071.0,1436.0,tcp,57.0,8.0,57006.0,A,1756460407.0,80.0,338.0,3981.0
815,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16386.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
816,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21072.0,1436.0,tcp,57.0,8.0,57006.0,A,1756461791.0,80.0,338.0,4032.0
817,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21073.0,1436.0,tcp,57.0,8.0,57006.0,A,1756463175.0,80.0,338.0,3961.0
818,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16387.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
819,ff:ff:ff:ff:ff:ff,28:f0:76:31:d3:58,,,,,,,,,,,
820,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16388.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
821,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21074.0,1436.0,tcp,57.0,8.0,57006.0,A,1756464559.0,80.0,338.0,4003.0
822,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21075.0,1436.0,tcp,57.0,8.0,57006.0,A,1756465943.0,80.0,338.0,4016.0
823,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21076.0,1436.0,tcp,57.0,8.0,57006.0,A,1756467327.0,80.0,338.0,3968.0
824,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21077.0,1436.0,tcp,57.0,8.0,57006.0,A,1756468711.0,80.0,338.0,4110.0
825,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16389.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
826,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16390.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
827,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21078.0,1436.0,tcp,57.0,8.0,57006.0,A,1756470095.0,80.0,338.0,3924.0
828,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21079.0,1436.0,tcp,57.0,8.0,57006.0,A,1756471479.0,80.0,338.0,4048.0
829,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21080.0,1436.0,tcp,57.0,8.0,57006.0,A,1756472863.0,80.0,338.0,3991.0
830,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16391.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1634.0,
831,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16392.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
832,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16393.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
833,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21081.0,1436.0,tcp,57.0,8.0,57006.0,A,1756474247.0,80.0,338.0,3993.0
834,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21082.0,1436.0,tcp,57.0,8.0,57006.0,A,1756475631.0,80.0,338.0,4014.0
835,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21083.0,1436.0,tcp,57.0,8.0,57006.0,A,1756477015.0,80.0,338.0,4002.0
836,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21084.0,1436.0,tcp,57.0,8.0,57006.0,A,1756478399.0,80.0,338.0,3982.0
837,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21085.0,1436.0,tcp,57.0,8.0,57006.0,A,1756479783.0,80.0,338.0,3901.0
838,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21086.0,1436.0,tcp,57.0,8.0,57006.0,A,1756481167.0,80.0,338.0,3953.0
839,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21087.0,1436.0,tcp,57.0,8.0,57006.0,A,1756482551.0,80.0,338.0,3913.0
840,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21088.0,1436.0,tcp,57.0,8.0,57006.0,A,1756483935.0,80.0,338.0,3942.0
841,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21089.0,1436.0,tcp,57.0,8.0,57006.0,A,1756485319.0,80.0,338.0,4033.0
842,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21090.0,1436.0,tcp,57.0,8.0,57006.0,A,1756486703.0,80.0,338.0,3860.0
843,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21091.0,1436.0,tcp,57.0,8.0,57006.0,A,1756488087.0,80.0,338.0,3969.0
844,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21092.0,1436.0,tcp,57.0,8.0,57006.0,A,1756489471.0,80.0,338.0,4065.0
845,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16394.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1569.0,
846,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21093.0,1436.0,tcp,57.0,8.0,57006.0,A,1756490855.0,80.0,338.0,3956.0
847,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21094.0,1436.0,tcp,57.0,8.0,57006.0,A,1756492239.0,80.0,338.0,3979.0
848,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21095.0,1436.0,tcp,57.0,8.0,57006.0,A,1756493623.0,80.0,338.0,3876.0
849,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16395.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
850,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21096.0,1436.0,tcp,57.0,8.0,57006.0,A,1756495007.0,80.0,338.0,4042.0
851,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21097.0,1436.0,tcp,57.0,8.0,57006.0,A,1756496391.0,80.0,338.0,3997.0
852,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21098.0,1436.0,tcp,57.0,8.0,57006.0,A,1756497775.0,80.0,338.0,3968.0
853,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21099.0,1436.0,tcp,57.0,8.0,57006.0,A,1756499159.0,80.0,338.0,4081.0
854,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21100.0,1436.0,tcp,57.0,8.0,57006.0,A,1756500543.0,80.0,338.0,3971.0
855,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21101.0,1436.0,tcp,57.0,8.0,57006.0,A,1756501927.0,80.0,338.0,3899.0
856,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21102.0,1436.0,tcp,57.0,8.0,57006.0,A,1756503311.0,80.0,338.0,3981.0
857,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16396.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
858,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21103.0,1436.0,tcp,57.0,8.0,57006.0,A,1756504695.0,80.0,338.0,3958.0
859,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21104.0,1436.0,tcp,57.0,8.0,57006.0,A,1756506079.0,80.0,338.0,3990.0
860,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21105.0,1436.0,tcp,57.0,8.0,57006.0,A,1756507463.0,80.0,338.0,4096.0
861,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21106.0,1436.0,tcp,57.0,8.0,57006.0,A,1756508847.0,80.0,338.0,4018.0
862,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16397.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
863,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21107.0,1436.0,tcp,57.0,8.0,57006.0,A,1756510231.0,80.0,338.0,3863.0
864,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21108.0,1436.0,tcp,57.0,8.0,57006.0,A,1756511615.0,80.0,338.0,3952.0
865,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21109.0,1436.0,tcp,57.0,8.0,57006.0,A,1756512999.0,80.0,338.0,3945.0
866,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21110.0,1436.0,tcp,57.0,8.0,57006.0,A,1756514383.0,80.0,338.0,3965.0
867,84:38:35:5a:70:40,e0:55:3d:02:41:21,48218.0,40.0,tcp,44.0,5.0,59438.0,A,3432014137.0,8080.0,753.0,
868,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21111.0,1436.0,tcp,57.0,8.0,57006.0,A,1756515767.0,80.0,338.0,3991.0
869,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21112.0,1436.0,tcp,57.0,8.0,57006.0,A,1756517151.0,80.0,338.0,4007.0
870,78:28:ca:03:80:0c,e0:55:3d:02:41:21,21113.0,700.0,tcp,57.0,8.0,57006.0,PA,1756518535.0,80.0,338.0,1851.0
871,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16398.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1601.0,
872,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16399.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
873,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16400.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1673.0,
874,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16401.0,52.0,tcp,64.0,8.0,80.0,A,1492502965.0,57006.0,1667.0,
875,01:00:5e:00:00:fb,40:cb:c0:bc:36:7e,8120.0,772.0,udp,255.0,,,,,,,
876,01:00:5e:00:00:fb,e0:55:3d:02:41:21,8120.0,772.0,udp,255.0,,,,,,,
877,33:33:00:00:00:fb,40:cb:c0:bc:36:7e,,,,,,,,,,,
878,e0:55:3d:02:41:21,88:15:44:aa:47:39,2455.0,122.0,udp,250.0,,,,,,,157.0
879,e0:55:3d:02:41:21,88:15:44:aa:47:39,64368.0,122.0,udp,250.0,,,,,,,157.0
880,01:80:c2:00:00:00,00:18:0a:7d:01:cf,,,,,,,,,,,8.0
881,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16077.0,84.0,icmp,200.0,,,,,,,213.0
882,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,38795.0,84.0,icmp,58.0,,,,,,,213.0
883,e0:55:3d:02:41:21,84:38:35:5a:70:40,34333.0,270.0,tcp,64.0,8.0,334.0,PA,4199704338.0,59553.0,4096.0,658.0
884,e0:55:3d:02:41:21,84:38:35:5a:70:40,29746.0,98.0,tcp,64.0,8.0,334.0,PA,4199704556.0,59553.0,4096.0,138.0
885,84:38:35:5a:70:40,e0:55:3d:02:41:21,44378.0,52.0,tcp,58.0,8.0,59553.0,A,423438687.0,334.0,411.0,
886,84:38:35:5a:70:40,e0:55:3d:02:41:21,44380.0,52.0,tcp,58.0,8.0,59553.0,A,423438687.0,334.0,411.0,
887,84:38:35:5a:70:40,e0:55:3d:02:41:21,44381.0,98.0,tcp,58.0,8.0,59553.0,PA,423438687.0,334.0,411.0,143.0
888,e0:55:3d:02:41:21,84:38:35:5a:70:40,28863.0,40.0,tcp,64.0,5.0,8080.0,A,2965771232.0,59548.0,8192.0,
889,e0:55:3d:02:41:21,84:38:35:5a:70:40,25662.0,52.0,tcp,64.0,8.0,334.0,A,4199704602.0,59553.0,4094.0,
890,84:38:35:5a:70:40,e0:55:3d:02:41:21,44391.0,141.0,tcp,58.0,8.0,59553.0,PA,423438733.0,334.0,411.0,262.0
891,84:38:35:5a:70:40,e0:55:3d:02:41:21,44392.0,267.0,tcp,58.0,8.0,59553.0,PA,423438822.0,334.0,411.0,626.0
892,84:38:35:5a:70:40,e0:55:3d:02:41:21,44393.0,163.0,tcp,58.0,8.0,59553.0,PA,423439037.0,334.0,411.0,348.0
893,84:38:35:5a:70:40,e0:55:3d:02:41:21,44394.0,98.0,tcp,58.0,8.0,59553.0,PA,423439148.0,334.0,411.0,134.0
894,e0:55:3d:02:41:21,84:38:35:5a:70:40,50364.0,52.0,tcp,64.0,8.0,334.0,A,4199704602.0,59553.0,4093.0,
895,e0:55:3d:02:41:21,84:38:35:5a:70:40,36146.0,52.0,tcp,64.0,8.0,334.0,A,4199704602.0,59553.0,4086.0,
896,e0:55:3d:02:41:21,84:38:35:5a:70:40,5848.0,52.0,tcp,64.0,8.0,334.0,A,4199704602.0,59553.0,4083.0,
897,e0:55:3d:02:41:21,84:38:35:5a:70:40,27618.0,52.0,tcp,64.0,8.0,334.0,A,4199704602.0,59553.0,4081.0,
898,e0:55:3d:02:41:21,84:38:35:5a:70:40,44688.0,98.0,tcp,64.0,8.0,334.0,PA,4199704602.0,59553.0,4096.0,146.0
899,e0:55:3d:02:41:21,88:15:44:aa:47:39,28673.0,196.0,udp,250.0,,,,,,,458.0
900,e0:55:3d:02:41:21,88:15:44:aa:47:39,21603.0,196.0,udp,250.0,,,,,,,485.0
901,88:15:44:aa:47:39,e0:55:3d:02:41:21,48861.0,224.0,icmp,63.0,,,,,,,485.0
902,84:38:35:5a:70:40,e0:55:3d:02:41:21,6653.0,63.0,tcp,53.0,8.0,57901.0,PA,3490838160.0,4070.0,42.0,33.0
903,e0:55:3d:02:41:21,84:38:35:5a:70:40,21244.0,52.0,tcp,64.0,8.0,4070.0,A,2992357630.0,57901.0,4095.0,
904,01:00:5e:00:00:fb,40:cb:c0:bc:36:7e,18058.0,170.0,udp,255.0,,,,,,,
905,33:33:00:00:00:fb,40:cb:c0:bc:36:7e,,,,,,,,,,,
906,84:38:35:5a:70:40,e0:55:3d:02:41:21,44453.0,52.0,tcp,58.0,8.0,59553.0,A,423439194.0,334.0,411.0,
907,ff:ff:ff:ff:ff:ff,84:38:35:5a:70:40,39887.0,96.0,udp,64.0,,,,,,,70.0
908,e0:55:3d:02:41:21,28:f0:76:31:d3:58,22283.0,40.0,tcp,64.0,5.0,334.0,A,1747378280.0,65474.0,4096.0,
909,84:38:35:5a:70:40,e0:55:3d:02:41:21,10086.0,40.0,tcp,44.0,5.0,59548.0,A,4243923973.0,8080.0,70.0,
910,28:f0:76:31:d3:58,e0:55:3d:02:41:21,34214.0,52.0,tcp,58.0,8.0,65474.0,A,1204039566.0,334.0,811.0,
911,e0:55:3d:02:41:21,28:f0:76:31:d3:58,47269.0,40.0,tcp,64.0,5.0,334.0,A,2450350636.0,49386.0,4096.0,
912,28:f0:76:31:d3:58,e0:55:3d:02:41:21,41559.0,52.0,tcp,58.0,8.0,49386.0,A,2291332112.0,334.0,184.0,
913,d0:4f:7e:06:25:ad,e0:55:3d:02:41:21,,,,,,,,,,,
914,5c:aa:fd:4c:92:86,e0:55:3d:02:41:21,,,,,,,,,,,
915,e0:55:3d:02:41:21,5c:aa:fd:4c:92:86,,,,,,,,,,,
916,e0:55:3d:02:41:21,d0:4f:7e:06:25:ad,,,,,,,,,,,
917,ff:ff:ff:ff:ff:ff,28:f0:76:31:d3:58,,,,,,,,,,,
918,e0:55:3d:02:41:21,84:38:35:5a:70:40,24516.0,40.0,tcp,64.0,5.0,8080.0,A,4018185717.0,59489.0,8192.0,
919,e0:55:3d:02:41:21,84:38:35:5a:70:40,58736.0,40.0,tcp,64.0,5.0,8080.0,A,3323104362.0,59549.0,8192.0,
920,e0:55:3d:02:41:21,84:38:35:5a:70:40,6155.0,40.0,tcp,64.0,5.0,8080.0,A,2848995260.0,59551.0,8192.0,
921,84:38:35:5a:70:40,e0:55:3d:02:41:21,8403.0,40.0,tcp,44.0,5.0,59489.0,A,927035019.0,8080.0,128.0,
922,84:38:35:5a:70:40,e0:55:3d:02:41:21,8788.0,40.0,tcp,44.0,5.0,59549.0,A,230498016.0,8080.0,68.0,
923,84:38:35:5a:70:40,e0:55:3d:02:41:21,49562.0,40.0,tcp,44.0,5.0,59551.0,A,1628502976.0,8080.0,58.0,
924,01:00:5e:00:00:fb,40:cb:c0:bc:36:7e,20480.0,123.0,udp,255.0,,,,,,,
925,33:33:00:00:00:fb,40:cb:c0:bc:36:7e,,,,,,,,,,,
926,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16078.0,84.0,icmp,200.0,,,,,,,211.0
927,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,39311.0,84.0,icmp,58.0,,,,,,,211.0
928,e0:55:3d:02:41:21,84:38:35:5a:70:40,33729.0,40.0,tcp,64.0,5.0,8080.0,A,1733505882.0,59528.0,8192.0,
