,Ether_dst,Ether_src,IP_id,IP_len,IP_proto,IP_ttl,TCP_dataofs,TCP_dport,TCP_flags,TCP_seq,TCP_sport,TCP_window,load_len
0,e0:55:3d:02:41:21,84:38:35:5a:70:40,12886.0,154.0,tcp,64.0,8.0,334.0,PA,3463304684.0,59554.0,9675.0,325.0
1,e0:55:3d:02:41:21,84:38:35:5a:70:40,45690.0,1436.0,tcp,64.0,8.0,334.0,A,3463304786.0,59554.0,9675.0,4041.0
2,e0:55:3d:02:41:21,84:38:35:5a:70:40,55125.0,797.0,tcp,64.0,8.0,334.0,PA,3463306170.0,59554.0,9675.0,2236.0
3,84:38:35:5a:70:40,e0:55:3d:02:41:21,36982.0,52.0,tcp,57.0,8.0,59554.0,A,740824593.0,334.0,338.0,
4,84:38:35:5a:70:40,e0:55:3d:02:41:21,28638.0,52.0,tcp,58.0,8.0,59611.0,A,396759928.0,334.0,275.0,
5,e0:55:3d:02:41:21,84:38:35:5a:70:40,52053.0,98.0,tcp,64.0,8.0,334.0,PA,3235869591.0,59611.0,4096.0,140.0
6,84:38:35:5a:70:40,e0:55:3d:02:41:21,28645.0,64.0,tcp,58.0,11.0,59611.0,A,396759928.0,334.0,275.0,
7,84:38:35:5a:70:40,e0:55:3d:02:41:21,36983.0,52.0,tcp,57.0,8.0,59554.0,A,740824593.0,334.0,338.0,
8,e0:55:3d:02:41:21,28:f0:76:31:d3:58,44006.0,40.0,tcp,64.0,5.0,334.0,A,1747378280.0,65474.0,4096.0,
9,e0:55:3d:02:41:21,84:38:35:5a:70:40,47455.0,52.0,tcp,64.0,8.0,334.0,FA,2830014835.0,58270.0,4096.0,
10,28:f0:76:31:d3:58,e0:55:3d:02:41:21,31751.0,52.0,tcp,58.0,8.0,65474.0,A,1204039566.0,334.0,811.0,
11,84:38:35:5a:70:40,e0:55:3d:02:41:21,36984.0,160.0,tcp,57.0,8.0,59554.0,PA,740824593.0,334.0,338.0,304.0
12,e0:55:3d:02:41:21,84:38:35:5a:70:40,61720.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9671.0,
13,84:38:35:5a:70:40,e0:55:3d:02:41:21,53975.0,40.0,tcp,44.0,5.0,59524.0,A,4087611576.0,8080.0,67.0,
14,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,280.0,tcp,64.0,8.0,4070.0,PA,651047549.0,61502.0,4096.0,633.0
15,e0:55:3d:02:41:21,28:f0:76:31:d3:58,18294.0,51.0,udp,64.0,,,,,,,67.0
16,28:f0:76:31:d3:58,e0:55:3d:02:41:21,16848.0,339.0,tcp,53.0,8.0,61502.0,PA,1443267231.0,4070.0,42.0,850.0
17,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,tcp,64.0,8.0,4070.0,A,651047777.0,61502.0,4087.0,
18,88:71:e5:d2:73:4b,e0:55:3d:02:41:21,,,,,,,,,,,
19,78:28:ca:03:80:0c,e0:55:3d:02:41:21,,,,,,,,,,,
20,84:38:35:5a:70:40,e0:55:3d:02:41:21,,,,,,,,,,,
21,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,,,,,,,,,,,
22,e0:55:3d:02:41:21,78:28:ca:03:80:0c,,,,,,,,,,,
23,e0:55:3d:02:41:21,84:38:35:5a:70:40,,,,,,,,,,,
24,28:f0:76:31:d3:58,e0:55:3d:02:41:21,0.0,64.0,udp,42.0,,,,,,,105.0
25,e0:55:3d:02:41:21,84:38:35:5a:70:40,17510.0,40.0,tcp,64.0,5.0,8080.0,A,3459936695.0,59534.0,8188.0,
26,e0:55:3d:02:41:21,84:38:35:5a:70:40,21708.0,40.0,tcp,64.0,5.0,8080.0,A,1697762238.0,59525.0,8192.0,
27,e0:55:3d:02:41:21,84:38:35:5a:70:40,46163.0,40.0,tcp,64.0,5.0,8080.0,A,3052259844.0,59535.0,8188.0,
28,e0:55:3d:02:41:21,84:38:35:5a:70:40,13885.0,40.0,tcp,64.0,5.0,8080.0,A,2562001112.0,59532.0,8188.0,
29,e0:55:3d:02:41:21,84:38:35:5a:70:40,63918.0,40.0,tcp,64.0,5.0,8080.0,A,1883479581.0,59536.0,8188.0,
30,e0:55:3d:02:41:21,84:38:35:5a:70:40,58884.0,40.0,tcp,64.0,5.0,8080.0,A,2881453634.0,59533.0,8188.0,
31,33:33:00:00:00:02,40:cb:c0:bc:36:7e,,,,,,,,,,,
32,01:00:5e:00:00:fb,40:cb:c0:bc:36:7e,62871.0,772.0,udp,255.0,,,,,,,
33,01:00:5e:00:00:fb,e0:55:3d:02:41:21,62871.0,772.0,udp,255.0,,,,,,,
34,33:33:00:00:00:fb,40:cb:c0:bc:36:7e,,,,,,,,,,,
35,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,37228.0,81.0,tcp,64.0,5.0,334.0,PA,2425089119.0,47366.0,1780.0,123.0
36,88:71:e5:d2:73:4b,e0:55:3d:02:41:21,13652.0,81.0,tcp,221.0,5.0,47366.0,PA,1222567902.0,334.0,1152.0,115.0
37,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,37229.0,40.0,tcp,64.0,5.0,334.0,A,2425089160.0,47366.0,1780.0,
38,84:38:35:5a:70:40,e0:55:3d:02:41:21,3573.0,40.0,tcp,44.0,5.0,59534.0,A,1911570417.0,8080.0,66.0,
39,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,64719.0,85.0,tcp,64.0,8.0,334.0,PA,1527584974.0,41898.0,1776.0,104.0
40,84:38:35:5a:70:40,e0:55:3d:02:41:21,32836.0,40.0,tcp,44.0,5.0,59525.0,A,3683631268.0,8080.0,69.0,
41,84:38:35:5a:70:40,e0:55:3d:02:41:21,9698.0,40.0,tcp,44.0,5.0,59532.0,A,2453346324.0,8080.0,66.0,
42,84:38:35:5a:70:40,e0:55:3d:02:41:21,36985.0,1436.0,tcp,57.0,8.0,59554.0,A,740824701.0,334.0,338.0,3996.0
43,84:38:35:5a:70:40,e0:55:3d:02:41:21,36986.0,1436.0,tcp,57.0,8.0,59554.0,A,740826085.0,334.0,338.0,3958.0
44,84:38:35:5a:70:40,e0:55:3d:02:41:21,36987.0,72.0,tcp,57.0,8.0,59554.0,PA,740827469.0,334.0,338.0,63.0
45,84:38:35:5a:70:40,e0:55:3d:02:41:21,36988.0,1436.0,tcp,57.0,8.0,59554.0,A,740827489.0,334.0,338.0,3903.0
46,84:38:35:5a:70:40,e0:55:3d:02:41:21,36989.0,1436.0,tcp,57.0,8.0,59554.0,A,740828873.0,334.0,338.0,4008.0
47,84:38:35:5a:70:40,e0:55:3d:02:41:21,36990.0,72.0,tcp,57.0,8.0,59554.0,PA,740830257.0,334.0,338.0,60.0
48,84:38:35:5a:70:40,e0:55:3d:02:41:21,36991.0,1436.0,tcp,57.0,8.0,59554.0,A,740830277.0,334.0,338.0,4025.0
49,84:38:35:5a:70:40,e0:55:3d:02:41:21,36992.0,1436.0,tcp,57.0,8.0,59554.0,A,740831661.0,334.0,338.0,4006.0
50,84:38:35:5a:70:40,e0:55:3d:02:41:21,36993.0,1436.0,tcp,57.0,8.0,59554.0,A,740833045.0,334.0,338.0,3970.0
51,84:38:35:5a:70:40,e0:55:3d:02:41:21,36994.0,947.0,tcp,57.0,8.0,59554.0,PA,740834429.0,334.0,338.0,2591.0
52,84:38:35:5a:70:40,e0:55:3d:02:41:21,36995.0,1436.0,tcp,57.0,8.0,59554.0,A,740835324.0,334.0,338.0,3993.0
53,84:38:35:5a:70:40,e0:55:3d:02:41:21,36996.0,1436.0,tcp,57.0,8.0,59554.0,A,740836708.0,334.0,338.0,3948.0
54,84:38:35:5a:70:40,e0:55:3d:02:41:21,36997.0,72.0,tcp,57.0,8.0,59554.0,PA,740838092.0,334.0,338.0,54.0
55,84:38:35:5a:70:40,e0:55:3d:02:41:21,36998.0,1436.0,tcp,57.0,8.0,59554.0,A,740838112.0,334.0,338.0,3901.0
56,84:38:35:5a:70:40,e0:55:3d:02:41:21,36999.0,1436.0,tcp,57.0,8.0,59554.0,A,740839496.0,334.0,338.0,3914.0
57,84:38:35:5a:70:40,e0:55:3d:02:41:21,37000.0,110.0,tcp,57.0,8.0,59554.0,PA,740840880.0,334.0,338.0,157.0
58,84:38:35:5a:70:40,e0:55:3d:02:41:21,37001.0,90.0,tcp,57.0,8.0,59554.0,PA,740840938.0,334.0,338.0,108.0
59,84:38:35:5a:70:40,e0:55:3d:02:41:21,37002.0,1436.0,tcp,57.0,8.0,59554.0,A,740840976.0,334.0,338.0,3970.0
60,84:38:35:5a:70:40,e0:55:3d:02:41:21,37003.0,1436.0,tcp,57.0,8.0,59554.0,A,740842360.0,334.0,338.0,3895.0
61,84:38:35:5a:70:40,e0:55:3d:02:41:21,37004.0,72.0,tcp,57.0,8.0,59554.0,PA,740843744.0,334.0,338.0,54.0
62,84:38:35:5a:70:40,e0:55:3d:02:41:21,37005.0,746.0,tcp,57.0,8.0,59554.0,PA,740843764.0,334.0,338.0,1994.0
63,84:38:35:5a:70:40,e0:55:3d:02:41:21,37006.0,1436.0,tcp,57.0,8.0,59554.0,A,740844458.0,334.0,338.0,3938.0
64,84:38:35:5a:70:40,e0:55:3d:02:41:21,37007.0,1436.0,tcp,57.0,8.0,59554.0,A,740845842.0,334.0,338.0,3952.0
65,84:38:35:5a:70:40,e0:55:3d:02:41:21,37008.0,72.0,tcp,57.0,8.0,59554.0,PA,740847226.0,334.0,338.0,58.0
66,84:38:35:5a:70:40,e0:55:3d:02:41:21,37009.0,1436.0,tcp,57.0,8.0,59554.0,A,740847246.0,334.0,338.0,3959.0
67,84:38:35:5a:70:40,e0:55:3d:02:41:21,37010.0,1436.0,tcp,57.0,8.0,59554.0,A,740848630.0,334.0,338.0,3925.0
68,84:38:35:5a:70:40,e0:55:3d:02:41:21,37011.0,1436.0,tcp,57.0,8.0,59554.0,A,740850014.0,334.0,338.0,3891.0
69,84:38:35:5a:70:40,e0:55:3d:02:41:21,37012.0,768.0,tcp,57.0,8.0,59554.0,PA,740851398.0,334.0,338.0,2082.0
70,e0:55:3d:02:41:21,84:38:35:5a:70:40,16825.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9632.0,
71,e0:55:3d:02:41:21,84:38:35:5a:70:40,47763.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9631.0,
72,e0:55:3d:02:41:21,84:38:35:5a:70:40,6154.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9544.0,
73,84:38:35:5a:70:40,e0:55:3d:02:41:21,43265.0,40.0,tcp,44.0,5.0,59535.0,A,1054973661.0,8080.0,66.0,
74,e0:55:3d:02:41:21,84:38:35:5a:70:40,51189.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9675.0,
75,e0:55:3d:02:41:21,84:38:35:5a:70:40,7821.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9674.0,
76,e0:55:3d:02:41:21,84:38:35:5a:70:40,58399.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9588.0,
77,e0:55:3d:02:41:21,84:38:35:5a:70:40,39448.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9516.0,
78,e0:55:3d:02:41:21,84:38:35:5a:70:40,45263.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9675.0,
79,88:71:e5:d2:73:4b,e0:55:3d:02:41:21,51968.0,83.0,tcp,234.0,8.0,41898.0,PA,1873182262.0,334.0,171.0,110.0
80,e0:55:3d:02:41:21,84:38:35:5a:70:40,44676.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9631.0,
81,e0:55:3d:02:41:21,84:38:35:5a:70:40,1631.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9543.0,
82,e0:55:3d:02:41:21,84:38:35:5a:70:40,18757.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9541.0,
83,e0:55:3d:02:41:21,84:38:35:5a:70:40,47000.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9454.0,
84,e0:55:3d:02:41:21,84:38:35:5a:70:40,23901.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9433.0,
85,e0:55:3d:02:41:21,84:38:35:5a:70:40,21478.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9675.0,
86,e0:55:3d:02:41:21,84:38:35:5a:70:40,43695.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9588.0,
87,e0:55:3d:02:41:21,84:38:35:5a:70:40,13651.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9436.0,
88,e0:55:3d:02:41:21,84:38:35:5a:70:40,31371.0,52.0,tcp,64.0,8.0,334.0,A,3463306915.0,59554.0,9675.0,
89,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,64720.0,52.0,tcp,64.0,8.0,334.0,A,1527585007.0,41898.0,1776.0,
90,84:38:35:5a:70:40,e0:55:3d:02:41:21,1687.0,40.0,tcp,44.0,5.0,59533.0,A,3766760556.0,8080.0,66.0,
91,84:38:35:5a:70:40,e0:55:3d:02:41:21,10985.0,40.0,tcp,44.0,5.0,59536.0,A,1028989128.0,8080.0,66.0,
92,01:80:c2:00:00:00,00:18:0a:7d:01:cf,,,,,,,,,,,8.0
93,e0:55:3d:02:41:21,00:18:0a:7d:01:ce,16073.0,84.0,icmp,200.0,,,,,,,213.0
94,00:18:0a:7d:01:ce,e0:55:3d:02:41:21,36754.0,84.0,icmp,58.0,,,,,,,213.0
95,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,31986.0,84.0,icmp,64.0,,,,,,,222.0
96,e0:55:3d:02:41:21,84:38:35:5a:70:40,21774.0,181.0,tcp,64.0,8.0,334.0,PA,3463306915.0,59554.0,9675.0,393.0
97,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,45940.0,84.0,icmp,64.0,,,,,,,222.0
98,e0:55:3d:02:41:21,84:38:35:5a:70:40,6085.0,1395.0,tcp,64.0,8.0,334.0,PA,3463307044.0,59554.0,9675.0,3817.0
99,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,31987.0,84.0,icmp,64.0,,,,,,,222.0
100,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,45941.0,84.0,icmp,64.0,,,,,,,222.0
101,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,31988.0,84.0,icmp,64.0,,,,,,,222.0
102,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,45942.0,84.0,icmp,64.0,,,,,,,222.0
103,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,31989.0,84.0,icmp,64.0,,,,,,,222.0
104,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,45943.0,84.0,icmp,64.0,,,,,,,222.0
105,84:38:35:5a:70:40,e0:55:3d:02:41:21,37013.0,52.0,tcp,57.0,8.0,59554.0,A,740852114.0,334.0,338.0,
106,84:38:35:5a:70:40,e0:55:3d:02:41:21,37014.0,52.0,tcp,57.0,8.0,59554.0,A,740852114.0,334.0,338.0,
107,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,31990.0,84.0,icmp,64.0,,,,,,,222.0
108,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,45944.0,84.0,icmp,64.0,,,,,,,222.0
109,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5096.0,84.0,icmp,64.0,,,,,,,222.0
110,e0:55:3d:02:41:21,28:f0:76:31:d3:58,3046.0,40.0,tcp,64.0,5.0,334.0,A,2543234825.0,62476.0,4096.0,
111,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,5094.0,84.0,icmp,56.0,,,,,,,222.0
112,e0:55:3d:02:41:21,84:38:35:5a:70:40,4663.0,479.0,tcp,64.0,8.0,334.0,PA,3463308387.0,59554.0,9675.0,1233.0
113,e0:55:3d:02:41:21,84:38:35:5a:70:40,50960.0,1436.0,tcp,64.0,8.0,334.0,A,3463308814.0,59554.0,9675.0,3910.0
114,e0:55:3d:02:41:21,84:38:35:5a:70:40,55115.0,543.0,tcp,64.0,8.0,334.0,PA,3463310198.0,59554.0,9675.0,1431.0
115,e0:55:3d:02:41:21,84:38:35:5a:70:40,63668.0,40.0,tcp,64.0,5.0,8080.0,A,435743415.0,59543.0,8188.0,
116,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5097.0,84.0,icmp,64.0,,,,,,,222.0
117,84:38:35:5a:70:40,e0:55:3d:02:41:21,37015.0,52.0,tcp,57.0,8.0,59554.0,A,740852114.0,334.0,338.0,
118,84:38:35:5a:70:40,e0:55:3d:02:41:21,37016.0,52.0,tcp,57.0,8.0,59554.0,A,740852114.0,334.0,338.0,
119,84:38:35:5a:70:40,e0:55:3d:02:41:21,37017.0,52.0,tcp,57.0,8.0,59554.0,A,740852114.0,334.0,338.0,
120,e0:55:3d:02:41:21,84:38:35:5a:70:40,61915.0,1036.0,tcp,64.0,8.0,334.0,PA,2980370659.0,59560.0,4096.0,2796.0
121,e0:55:3d:02:41:21,84:38:35:5a:70:40,35581.0,98.0,tcp,64.0,8.0,334.0,PA,2980371643.0,59560.0,4096.0,140.0
122,e0:55:3d:02:41:21,84:38:35:5a:70:40,11243.0,865.0,tcp,64.0,8.0,334.0,PA,2980371689.0,59560.0,4096.0,2390.0
123,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,5095.0,84.0,icmp,56.0,,,,,,,222.0
124,e0:55:3d:02:41:21,84:38:35:5a:70:40,51421.0,863.0,tcp,64.0,8.0,334.0,PA,2980372502.0,59560.0,4096.0,2452.0
125,e0:55:3d:02:41:21,84:38:35:5a:70:40,15976.0,863.0,tcp,64.0,8.0,334.0,PA,2980373313.0,59560.0,4096.0,2230.0
126,28:f0:76:31:d3:58,e0:55:3d:02:41:21,63707.0,52.0,tcp,43.0,8.0,62476.0,A,1226791847.0,334.0,191.0,
127,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5099.0,84.0,icmp,64.0,,,,,,,222.0
128,e0:55:3d:02:41:21,84:38:35:5a:70:40,1984.0,864.0,tcp,64.0,8.0,334.0,PA,2980374124.0,59560.0,4096.0,2340.0
129,e0:55:3d:02:41:21,84:38:35:5a:70:40,4066.0,864.0,tcp,64.0,8.0,334.0,PA,2980374936.0,59560.0,4096.0,2414.0
130,e0:55:3d:02:41:21,84:38:35:5a:70:40,52345.0,863.0,tcp,64.0,8.0,334.0,PA,2980375748.0,59560.0,4096.0,2371.0
131,84:38:35:5a:70:40,e0:55:3d:02:41:21,52003.0,52.0,tcp,58.0,8.0,59560.0,A,63763618.0,334.0,811.0,
132,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,5098.0,84.0,icmp,56.0,,,,,,,222.0
133,84:38:35:5a:70:40,e0:55:3d:02:41:21,52004.0,52.0,tcp,58.0,8.0,59560.0,A,63763618.0,334.0,811.0,
134,84:38:35:5a:70:40,e0:55:3d:02:41:21,52005.0,98.0,tcp,58.0,8.0,59560.0,PA,63763618.0,334.0,811.0,157.0
135,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5100.0,84.0,icmp,64.0,,,,,,,222.0
136,e0:55:3d:02:41:21,84:38:35:5a:70:40,58462.0,52.0,tcp,64.0,8.0,334.0,A,2980376559.0,59560.0,4094.0,
137,84:38:35:5a:70:40,e0:55:3d:02:41:21,52011.0,52.0,tcp,58.0,8.0,59560.0,A,63763664.0,334.0,797.0,
138,84:38:35:5a:70:40,e0:55:3d:02:41:21,37018.0,236.0,tcp,57.0,8.0,59554.0,PA,740852114.0,334.0,338.0,572.0
139,e0:55:3d:02:41:21,84:38:35:5a:70:40,1893.0,52.0,tcp,64.0,8.0,334.0,A,3463310689.0,59554.0,9669.0,
140,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,5100.0,84.0,icmp,56.0,,,,,,,222.0
141,84:38:35:5a:70:40,e0:55:3d:02:41:21,52012.0,132.0,tcp,58.0,8.0,59560.0,PA,63763664.0,334.0,811.0,240.0
142,84:38:35:5a:70:40,e0:55:3d:02:41:21,52013.0,1470.0,tcp,58.0,8.0,59560.0,PA,63763744.0,334.0,811.0,4081.0
143,84:38:35:5a:70:40,e0:55:3d:02:41:21,52014.0,433.0,tcp,58.0,8.0,59560.0,PA,63765162.0,334.0,811.0,1123.0
144,84:38:35:5a:70:40,e0:55:3d:02:41:21,52015.0,98.0,tcp,58.0,8.0,59560.0,PA,63765543.0,334.0,811.0,143.0
145,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,5101.0,84.0,icmp,64.0,,,,,,,222.0
146,e0:55:3d:02:41:21,84:38:35:5a:70:40,3249.0,52.0,tcp,64.0,8.0,334.0,A,2980376559.0,59560.0,4093.0,
147,e0:55:3d:02:41:21,84:38:35:5a:70:40,59687.0,52.0,tcp,64.0,8.0,334.0,A,2980376559.0,59560.0,4049.0,
148,e0:55:3d:02:41:21,84:38:35:5a:70:40,15908.0,52.0,tcp,64.0,8.0,334.0,A,2980376559.0,59560.0,4037.0,
149,e0:55:3d:02:41:21,84:38:35:5a:70:40,3752.0,52.0,tcp,64.0,8.0,334.0,A,2980376559.0,59560.0,4035.0,
150,e0:55:3d:02:41:21,84:38:35:5a:70:40,13442.0,98.0,tcp,64.0,8.0,334.0,PA,2980376559.0,59560.0,4096.0,141.0
151,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,5103.0,84.0,icmp,56.0,,,,,,,222.0
152,e0:55:3d:02:41:21,84:38:35:5a:70:40,40099.0,203.0,tcp,64.0,8.0,334.0,PA,3969208858.0,59556.0,4096.0,489.0
153,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19926.0,60.0,tcp,64.0,10.0,80.0,S,2662700880.0,46108.0,65535.0,
154,e0:55:3d:02:41:21,84:38:35:5a:70:40,12941.0,98.0,tcp,64.0,8.0,334.0,PA,3969209009.0,59556.0,4096.0,158.0
155,e0:55:3d:02:41:21,84:38:35:5a:70:40,44566.0,201.0,tcp,64.0,8.0,334.0,PA,3886515277.0,59557.0,4096.0,466.0
156,e0:55:3d:02:41:21,84:38:35:5a:70:40,51384.0,98.0,tcp,64.0,8.0,334.0,PA,3886515426.0,59557.0,4096.0,138.0
157,e0:55:3d:02:41:21,84:38:35:5a:70:40,5219.0,985.0,tcp,64.0,8.0,334.0,PA,3463310689.0,59554.0,9675.0,2647.0
158,84:38:35:5a:70:40,e0:55:3d:02:41:21,52027.0,1470.0,tcp,58.0,8.0,59560.0,A,63765589.0,334.0,811.0,4118.0
159,e0:55:3d:02:41:21,84:38:35:5a:70:40,18862.0,1436.0,tcp,64.0,8.0,334.0,A,3463311622.0,59554.0,9675.0,3990.0
160,e0:55:3d:02:41:21,84:38:35:5a:70:40,43658.0,626.0,tcp,64.0,8.0,334.0,PA,3463313006.0,59554.0,9675.0,1683.0
161,84:38:35:5a:70:40,e0:55:3d:02:41:21,52028.0,1470.0,tcp,58.0,8.0,59560.0,A,63767007.0,334.0,811.0,4092.0
162,84:38:35:5a:70:40,e0:55:3d:02:41:21,52029.0,1470.0,tcp,58.0,8.0,59560.0,A,63768425.0,334.0,811.0,4030.0
163,84:38:35:5a:70:40,e0:55:3d:02:41:21,52030.0,1470.0,tcp,58.0,8.0,59560.0,A,63769843.0,334.0,811.0,4053.0
164,e0:55:3d:02:41:21,84:38:35:5a:70:40,16120.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,4051.0,
165,e0:55:3d:02:41:21,84:38:35:5a:70:40,2868.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,4007.0,
166,e0:55:3d:02:41:21,84:38:35:5a:70:40,5043.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,4096.0,
167,84:38:35:5a:70:40,e0:55:3d:02:41:21,37019.0,166.0,tcp,57.0,8.0,59554.0,PA,740852298.0,334.0,338.0,335.0
168,84:38:35:5a:70:40,e0:55:3d:02:41:21,37020.0,52.0,tcp,57.0,8.0,59554.0,A,740852412.0,334.0,338.0,
169,84:38:35:5a:70:40,e0:55:3d:02:41:21,37021.0,52.0,tcp,57.0,8.0,59554.0,A,740852412.0,334.0,336.0,
170,84:38:35:5a:70:40,e0:55:3d:02:41:21,37022.0,52.0,tcp,57.0,8.0,59554.0,A,740852412.0,334.0,335.0,
171,e0:55:3d:02:41:21,84:38:35:5a:70:40,19914.0,52.0,tcp,64.0,8.0,334.0,A,3463313580.0,59554.0,9671.0,
172,84:38:35:5a:70:40,e0:55:3d:02:41:21,52047.0,1470.0,tcp,58.0,8.0,59560.0,A,63771261.0,334.0,811.0,4229.0
173,84:38:35:5a:70:40,e0:55:3d:02:41:21,52048.0,1470.0,tcp,58.0,8.0,59560.0,A,63772679.0,334.0,811.0,4100.0
174,84:38:35:5a:70:40,e0:55:3d:02:41:21,52049.0,1470.0,tcp,58.0,8.0,59560.0,A,63774097.0,334.0,811.0,4179.0
175,84:38:35:5a:70:40,e0:55:3d:02:41:21,49700.0,52.0,tcp,47.0,8.0,59556.0,A,2138481780.0,334.0,176.0,
176,84:38:35:5a:70:40,e0:55:3d:02:41:21,52050.0,1383.0,tcp,58.0,8.0,59560.0,PA,63775515.0,334.0,811.0,3885.0
177,84:38:35:5a:70:40,e0:55:3d:02:41:21,49701.0,98.0,tcp,47.0,8.0,59556.0,PA,2138481780.0,334.0,176.0,123.0
178,e0:55:3d:02:41:21,84:38:35:5a:70:40,7597.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,4051.0,
179,b4:7c:9c:31:b4:df,e0:55:3d:02:41:21,0.0,60.0,tcp,55.0,10.0,46108.0,SA,3415567407.0,80.0,65535.0,
180,e0:55:3d:02:41:21,84:38:35:5a:70:40,20831.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,3965.0,
181,e0:55:3d:02:41:21,84:38:35:5a:70:40,57115.0,52.0,tcp,64.0,8.0,334.0,A,2980376605.0,59560.0,4096.0,
182,84:38:35:5a:70:40,e0:55:3d:02:41:21,35720.0,52.0,tcp,48.0,8.0,59557.0,A,2159069750.0,334.0,176.0,
183,e0:55:3d:02:41:21,84:38:35:5a:70:40,24663.0,52.0,tcp,64.0,8.0,334.0,A,3969209055.0,59556.0,4094.0,
184,84:38:35:5a:70:40,e0:55:3d:02:41:21,35721.0,98.0,tcp,48.0,8.0,59557.0,PA,2159069750.0,334.0,176.0,150.0
185,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19927.0,52.0,tcp,64.0,8.0,80.0,A,2662700881.0,46108.0,1369.0,
186,e0:55:3d:02:41:21,84:38:35:5a:70:40,55879.0,52.0,tcp,64.0,8.0,334.0,A,3886515472.0,59557.0,4094.0,
187,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19928.0,52.0,tcp,64.0,8.0,80.0,FA,2662700881.0,46108.0,1369.0,
188,84:38:35:5a:70:40,e0:55:3d:02:41:21,49702.0,277.0,tcp,47.0,8.0,59556.0,PA,2138481826.0,334.0,176.0,639.0
189,e0:55:3d:02:41:21,84:38:35:5a:70:40,8509.0,52.0,tcp,64.0,8.0,334.0,A,3969209055.0,59556.0,4088.0,
190,84:38:35:5a:70:40,e0:55:3d:02:41:21,35722.0,281.0,tcp,48.0,8.0,59557.0,PA,2159069796.0,334.0,176.0,688.0
191,e0:55:3d:02:41:21,84:38:35:5a:70:40,49459.0,52.0,tcp,64.0,8.0,334.0,A,3886515472.0,59557.0,4088.0,
192,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,24305.0,60.0,tcp,64.0,10.0,80.0,S,30966907.0,46109.0,65535.0,
